LEI;ISIN
549300QHIJYOHPACPG31;US8725901040
54930080DFVZ551GGT17;US30050AAA16
549300JBVP4J6D42I235;US74112BAA35
549300BL60M24HHE6T43;US7596631074
549300SRD0SIG5ZZ3X20;US7495271071
549300MOVLYHRW4GGW78;US92839U1152
5493006Z0ED3DFZCWU56;US1281951046
549300MR6PG2DWZUIL39;US03852U1060
42YMHYH0XMHJEXDUB065;US038522AC21
86MKNB3IKYZZT3E3OV11;US32055R1077
21380089BTRXTD8S3R66;GB0008782301
MB0UERO0RDFKU8258G77;US52736R1023
CVTIPZRZJC0JQEZLL598;US8322481081
YM4O38W15AX4YLLQKU27;US1170431092
529900Y8WW4MKVPTB543;US512815AF85
549300V5V4J3U49KZB38;USU88959AA64
5493003CULXUBWXRBY33;US69354PAA93
5493003R8YN6HPI1UO41;US01446PAA21
5299000V56320A7RIQ67;US4470111075
3YTEJFW18LGIUQ2N5J61;US44701QAA04
213800TXKD6XZWOFTE12;GB00B1L5QH97
5299006ZTN6MO1N5BR16;JP3899800001
549300D288GL3OEXNL23;US0077681049
X5K24XLM8QYRXF00EB42;US800907AA54
549300KEQJS5FRVUCO94;US92343X1000
549300KDWKI9X6X2HX53;US88362RAA59
549300Z8B8LSRHC7XA55;US0973801097
549300FVRPM9DRQZRG64;US29261A1007
549300VXZWQOIDFPU355;US4586653044
549300BSGXG3QLIQYT84;BMG611881019
213800G1DU7LKI6ZCD69;USN9041GAD36
529900VEJFORCO6I4826;AU000000FMG4
549300JPRACCHT4C0232;US0717071031
549300NKSJEM5ZZSSV18;US1727551004
549300Z71HMWF90S2214;US2641471097
549300W7UTQ0M4C7LB15;US70959W1036
549300LU4V3W7TK5G276;US255100AA72
549300K8M2QESPXVQF07;US05463D1000
549300ISL8SW1DHU1321;US74733X1220
2138005UZV4ZT2B2ZO19;US37363B1089
529900E95812SYWMCE44;US0537741052
5299001HX8ZN8Y8QIT49;US78388JAA43
549300OITC7AXM1AND14;US4945801037
529900E4UQREZKXE7O60;US00191G1031
5493003JSYCC2HZXO446;USU4504H1024
549300YHRMYLL071E243;US01642TAA60
259400X248CV8DJRIM55;PLPBG0000029
549300K3RIHMHDVFTL28;US03957W1062
5493004W8FBXFVSWVZ87;US552715AA20
549300JQWLGGW8KC1X38;US36874TAA16
5299004ZAWHQZI5XO485;US9295661071
IIW8ALUMGIRT2KUZWE56;US46062R1086
1YTO5R7OHOPE81ZNYD08;US3154051003
213800FA3K4S56INQI67;US8794821079
5493005UEC8AZ34LDV29;US16411Q1013
HD52L5PJVBXJUUX8I539;DE000HLAG475
E1UJ2GO305B5FXGV7N04;US0942351083
5493001136GE6L4R7M63;FR0126675265
YHKQM2RIPKZYOZ6RVZ46;US87900YAA10
5493007DMEBZH3CQ5E51;US05455JAA51
5493006GKCJDBHIDQP87;US94973BAA98
213800OMCE8QATH73N15;US52634T1016
549300QB25N252A0N705;US74977XAA90
549300WGKSV867C0JF48;KYG2140A1076
529900XD5P258XCPTJ59;US72348P1049
5493007WH7KNRDTOJR89;US420122AA19
213800VRSPZFOGMMIS18;GB00B1JQBT10
FPD41G4F3GH7OJ38TS94;US1469005011
959800LGS257BG6CP291;ES0121501318
969500UX71LCE8MAY492;FR0012435121
549300KN76IMZYPMJC43;US35100EAB02
549300A0JPRWG1KI7U06;US6549022043
529900P8F4G77Q52XE24;US85208M1027
5493006VRWO1PMVOHL98;US7793761021
549300FLGN6P5CU20J91;US28618M1062
635400ZEFWJBWWQFAC69;CH0015359950
213800F4XI4RJB82XM19;US918374AA74
9695004TMMZ3JBKJO332;FR0010014845
V5EGRCZCH7FN6WX41891;BMG1154H1079
549300H8TYEUVTW14A54;US58506Q1094
549300D4B8F9S4BJLI88;US2423091022
549300IESZBC3BJUJW64;US30224P1012
549300PCHWTW9P4DU444;US37946R1095
549300OL60X0LPKY8N60;US29414DAA81
SQL3F6CKNNBM3SQGHX24;US462846AA40
5493006PA4CJK4OG2J54;US74736A1034
549300S6K4FWUSB9KM27;GB00BD9G2S12
14CKXV7T1M327VH4DM16;US01859PAF18
549300LRW9WM59C1S579;US69336V1017
8156000256C2431C2E92;IT0003073266
549300EFZIFW7F7I0Q28;US60783X1046
635400XJGDRCVHCKH516;NL0012294474
335800BB14JHMN4NZI69;US45409E1010
549300DTJSGHLBZV3R70;US29286C1071
549300Y7VHGU0I7CE873;US64110L1061
529900XB9LDTN4488F04;US69318Q1040
529900YI5W5TQ8F2FP82;DE000A0XYL95
549300OLARYHDXP3WK18;KYG8569A1067
549300SC4BDOIS008048;US87305R1095
549300ZS772LUNUMRB03;US89400J1079
529900JNA1MSNDLJVC46;AT0000A35J43
549300ITBBGKJ651R879;ES0505450306
549300ANCBI5JQ2R2Q96;US8245431023
52990028CHK9KUB1B293;US966387AA03
T8KI5SQ2JRWHL7XY0E11;US20043JAA34
5493000J801JZRCMFE49;US71654V1017
529900329VS14ZIML164;SE0000120669
335800F311QLPUQAAS42;US7757901084
549300E2UGIBHWE12262;US55303A1051
549300JDML9PYG0CIJ22;KYG207681001
5493009JEEDYLVRA0J13;US00101J1060
254900KJA5MXNPYB4W32;US007866AA48
549300TP80QLITMSBP82;US42704L1044
549300PT6NAGYIL3VL19;US42806LAA98
3SHLIX0OPDNYROUX5331;BMG6542T1430
54930026VVWZTYC29T51;US85570W2098
5493009MTTQO8ZN53F13;US94856UAA97
549300WH5VXDEFM5KR81;US29415B1035
254900TBASD7T48GQU02;US69408LAA44
A25574TZFLBNK7NWQT47;USC708351187
AAWHWYIXVP84ROK1Q439;US85571Q1022
VQOHU6HCVU6YY1KUKU03;US23311RAA41
549300W3HQB0HO1F3G69;US1993301019
549300EBV5EL31ZY8F77;US017363AA03
5493004OGK9A7CGV3B42;US808194AA26
25490038N6JQH7QXUK52;US75079LAA98
549300B8ZFR4R11TH639;US00782L1070
549300ZFSAOH7L2HQX67;US16952D1054
549300APWECR47DZ8Q74;US23062PAE16
549300UVYITDIU51P724;US24664T1034
5299003FJVBETSFKE990;US8962881079
815600B12D8B57532713;IT0005365744
213800CWLTI7WZCC2R35;US858577AB50
54930064K3612MGCER95;US02156K1034
549300ACOX4QTBES6535;US45781M1018
549300BA7TYPBSZZIA41;US42703M1036
5493000C2SGNC7ZN3242;US3984331021
549300HJ4VIXF476Q166;US9713781048
213800JSZ2UUK4QQK694;US48122U1051
549300F7DOI6H6TA3C86;US45569LAA98
254900ZJJJYVLHJXSZ60;US41043F2083
254900OFQDXZRKRCV808;US48242W1062
549300LLVXMUAOL3SQ07;US03831W1080
789000KWOK751Q6R8875;TRASISEW91Q3
549300VJ5D6MDK138782;US3719271047
5493007L6LS7QX18PE75;US90385V1070
254900UPPX8UP6LW9723;USY711AJAA00
549300Z8P6NKPATIC384;US3456051099
5493002WXPTG5ZC1T326;US5527042072
5493002OTV1C4F4YVI40;US6253831043
529900HSQ8AE0RC8VD16;US88870P1066
5299007V1ACKFFX2P066;AU000000MIN4
549300HDXQWWCBOYXP31;US0736851090
529900CR2K1AJ5W4RR39;US4001101025
254900E35Z4TKA4UFG64;US72815L1070
506700A49L5C69NZ5J96;CH0118530366
549300IQ3DN0F3VERF65;US8746971055
5493006O3W5M472F6668;US7274931085
549300SFJ2D2CYY6CQ11;US2067871036
549300VELLG24KHTJ564;US5770811025
549300M1BOLNXL8DOV14;US1638511089
GR3KVMWVCR54YWQNXU90;US0708301041
934YIB4NLZNBRI0FAN02;US22281N1037
40XIFLS8XDQGGHGPGC04;US22282E1029
549300B7OYKYJLTE3G11;US9746371007
549300O5C25A0MMHHU33;US19247G1076
549300N3XPGE91WV7M22;BMG812761002
549300MJC9VNA6VSEE11;US55448QAA40
213800UK7ZRLY2K1X530;US05590Y1001
549300M0CPXV65RFF271;US50050N1037
549300RZWDYU5722I639;US69007J1060
549300O1NPY4J56QCU04;US25787G1004
5493000J7LL72TOGT983;US0028961086
RY5TAKFOBLDUGX31MS24;US02406PAA84
549300L6PH74701W0R30;US6752321025
52990067JY6PBGJNTG76;US1096411004
335800E6C75YGSGD5T66;US87656Y1091
3157001WZJ5O35EAL536;CZ0003522930
5493002BI0S2ZQUY3437;US3825501014
529900NZQ81TIOW3CW52;US31410HAH49
549300JMONK27O4SQQ19;US55616XAA54
213800OTQMZQ6WHU8M17;BMG2345T1099
378900F238434B74D281;US82575P1075
PNBCIH9LE7WI83VJIF08;US86183P1021
549300E7ZL4ZDETLML64;US5537771033
549300WBFN23L9HI5N68;US292052AA57
549300DW5M17KJOXCY66;US417558AA18
5299007N4G3EZWXAMB76;US87929TAA97
549300JM5FECYJQ85V37;US04271T1007
549300X53WDBVW7TIF57;CH0023405456
7890009HEU9BS7J3DA93;TREULKR00015
549300MWCHSL8BSOMV77;US35180X1054
549300Y7YT18L8G0H525;US22041X1028
549300TILVIIV9FLL461;US69318FAA66
529900SOYZIXZBTXB558;US12662P1084
959800YH56PYMFN7VV80;ES0184696104
549300C3XBVL3X4TME11;US05151V1070
5493006MN6OH67U2YI74;NL0000888691
529900IZSJ64GH477714;US55608B1052
549300487COLIJOB7F68;KYG7339A1076
529900879GWQV880PQ28;US829226AC30
549300CQGEN0CH65UD62;US829259AA81
529900VZFN87OS7WJM66;KYG607441022
549300WA6BT5H4F7IO94;US57164Y1073
254900GZNX6TJQGM4S17;US02913V1035
2138004624W8CKCSJ177;GB00B0H2K534
549300JX7XAI5IS46I55;US8864531251
734IM3DNDNT36T7YTD24;MHY1968P1135
5493000T6CXTND40YH31;US00182C1036
549300HPU3BD8ZI0X358;US75972A2024
5299009B5F43O0IWIJ90;DE0005875306
549300XIT2GJKMZC0O65;US7153471005
KWGNKB8TX9LE5TV29231;US2480191012
9598005H67MP8U20RW81;ES0105287009
549300CP8NY40UP89Q40;DE0005785802
XDFJ0CYCOO1FXRFTQS51;CH1298665980
529900I72V9F0FEZR228;KYG367381053
549300L7JMR7F5ZHP594;US16133R1142
5493000SM561KPBZQ714;US035287AB72
549300YSSXFHMPOWZ492;US26884U2087
549300YGMGQDO0NMJD09;US9139031002
549300WM2I4U7OBAHG07;US6153942023
Y68YJHVB1GU4TAU3C223;US01988P1084
6WQI0GK1PRFVBA061U48;US156880AA45
IZW37BPZKUJE1QXGB081;US00508XAA28
529900AWN2VUHAWDUZ36;IT0001398541
54930084YA8UJOTXDM59;US737628AG27
549300HCVV19GXN4P292;US18538R1032
6354007UNEBWHVSGS270;BMG253431073
549300PGFCX2JMKKLC96;US22113B1035
549300NPEVWGZFTMW837;US617914AG16
549300TO56L57RP6P031;US44891N2080
549300RKVM2ME20JHZ15;US294644AA74
549300D7FJZUOHHXUA81;US1263491094
549300ZRISRT38EEYY07;KYG011981035
5493006O1E1TBNKPQW25;US74819RAA41
5493004ZJSTD9KQ12B08;US48666D2045
76MIROMHC0FSWDR2G072;US005125AA72
7437000ZP669LKUTZ738;US86210M1062
549300RLYYPSB0C7RH77;BMG7738W1064
549300OJ7ENK42CZ8E73;US6819361006
213800M1HN85ACHDBK34;KYG876551170
549300F56EKTHQI3WT60;US2674751019
2TH9E0JTOUXOEGI2R879;US8101861065
48GUJ2KBRJCKQJXNQX89;US774477AA10
549300V4BIY04K1FQ760;US9181941017
5299008WW53GLXRORN29;DE0006084403
529900EGQZ79V21LBL44;DE0006083405
549300MGHLPT1EFHGF84;KYG245241032
ZV20P4CNJVT8V1ZGJ064;US6821891057
8156007259ABDEA3F444;IT0003123491
213800OJ67K27RCO2J56;NL00150002C7
2138001LVYC87DDHT482;US62941FAA66
MP76T5YQX3YK5VVAQ802;US0003611052
529900VXIFBHO0SW2I31;AT0000831706
549300QOAB2GJSFM0381;US40052RAA14
W2AVA6SODOQ1LCYJQR54;US23317HAA05
549300FEKNPCFSA2B506;US688225AA90
549300HTIN2PD78UB763;US55354G1004
7ZS3DE5PN30BYUJFWP05;US29275Y1029
2534008FX8EXH1FMJA74;US6074092080
529900PSZHRNU9HKH870;US91879Q1094
549300J3CG5T6RZWLN53;US15101QAA67
XXRTID9RYWOZ0UPIVR53;US2120132053
LZ2C6E0W5W7LQMX5ZI37;DE0001188191
549300Q8LSNHAVWBNI21;US9291601097
5493000SJVZVZJKHJF48;US1844961078
N1MLFU1L1U0XI9IEL774;US4043031099
OPX52SQVOZI8IVSWYU66;US2566771059
549300OQ91X6COVM4483;KYG368441195
529900JFA3K6PTLT8B15;US21871N1019
JJAX4X60DE65EYFOTY73;US8644821048
549300YC5EDBGX85AO10;US87901J1051
549300UPNBTXA1SYTQ33;US5218651132
L1N0SPPKS7EXZYUMZ898;US2372661015
549300WR7IX8XE0TBO16;US28336LAA70
254900U6E39J1MQCCY14;US58463J1060
WUQXXXF7PXTUPGROE843;US55342NAA81
ZLECI7ED2QMWFGYCXZ59;GB0033986497
68BKYO1JC791TTJHUE82;US0774541066
549300R7T7KP3H4DHH46;US4989042001
549300KY09TR3J12JU49;US78466CAA45
CD30XVRLT4QO00B1C706;US15089QAA22
5493003K7X3BJDLT0V29;US0456041054
529900VHLRTKPWZJBM84;US0316521006
5493009O8F3QQJTCQR75;US9282981086
5493008C12PZMWP3WY03;US4851702039
5299004M92ACMGS3QI84;KYG5636C1078
210GZIHHNYKR02ESUS53;US5707591005
6OQWTZ1SPC04IFT4T704;US87611X1054
5493004TF4KQJGMYL777;US6780261052
549300J3U2WK73C9ZK26;US35914PAB13
549300M3U2DNF4QVSS04;US23330QAA31
549300FJ7EO0ZOZ38769;US2837021086
2X4NKSER9ZE7V4QZQT33;US6819041087
529900HWROSNW89Z7C14;US61954Q1004
FWKWX3B14WBY9DM0DR18;US018804AD62
24F6LSZD18II6ICG6S41;US4657411066
UUL85LWXB4NGSWWXIQ25;US8793691069
254900YJOUDT9FUSHL33;US7443831000
549300K1JD1LDRNBET48;US36174X1019
213800P7FJOPCV4H3J04;GB00BFMBN407
549300C7E2UAO5BVRR75;US5463471053
8M3THTGWLTYZVE6BBY25;US156686AJ67
549300DUOO1KXOHPM605;US5178341070
SO75N4VY5NXGQSK8YQ65;US388684AA00
5493008CA3NMHYEVT131;US91822M2052
549300WIYIAVCFZI6Z04;US40052CAA45
969500F7036FEDYPRV54;US7846ELAB33
YMFI60WPVOWROKG67Y03;US14161H1086
6O4MRU8C1MS0K34UQF79;US044204AC99
Q0M0CZB4YN6JZ65WXI09;US81211K1007
5493003JOBJGLZSDDQ28;US69349H1077
549300JXWKFD50H18170;US05604EAA64
549300PSXEKU4PHLCR04;US530718AA31
549300WBLU5NKPX5X472;US7472621033
WP5O65E6BMU84LNO4227;US125127AA84
549300GKK294V7W57P06;US6806652052
5493002G5N9I34NPU211;US45874QAA85
969500N6AVPA51648T62;FR0010451203
549300W7AU1YP8OZYE48;US262277AA42
353800FL04R73DS5P870;JP3223800008
635400OP2DYYYMOIYL17;US1940145022
5493004V6A3Z027YT216;FR0000130395
549300DT8SH0CF6BTT37;USG20011AD77
W2ZGZGZKY5GGNY6F3V51;US77340RAA59
6354002XN4LUSDRPTR29;US83272TAC71
635400CPLP8H5ITDVT56;US83272W1062
KVWHW7YLZPFJM8QYNJ51;US2358251062
529900FGYKMWL6019P91;US254063AU43
5493000XJLJ6C4T0PG82;US4001311087
549300X383CBNP6MTV94;US3448491049
MTLVN9N7JE8MIBIJ1H73;US29273V1008
549300TMDIT8WREDOF45;US5763231090
969500M98ZMIZYJD5O34;FR0000121204
549300US8QAZJLWYAF63;US3989051095
549300VY2Q511P1K5P56;US3715321028
549300DYP6F5ZJL0LB74;US232946AA12
549300J7WUY317SW6O61;US8168501018
549300JN1NFN0RTD6213;BE6343892921
549300UDG16DOYUPR330;DE0007500001
549300XR4I3ZRKKVBZ43;US12477X1063
259400EM1ITR201TTX36;PLCFRPT00013
529900VHM89GUAJ1RK35;DE0002011665
549300LI58A0MHGHTZ98;US34407D1090
549300D7XCH2480XU542;US09951LAA17
549300EPZ4YXC7E5P181;US8970511080
959800HSSNXWRKBK4N60;ES0171996087
254900R11L2IUTHIZ779;ROTGNTACNOR8
549300CK4YN0V1C3MN55;US19533PAA84
96950015FU78G84UIV14;FR0000044448
5493008TNY7A82WCXU31;US57701RAA05
529900H6UQI16XACWC95;US09625Q2075
HL5XPTVRV0O8TUN5LL90;US0865161014
PUCKW5P5O3XMOZVH7T53;US81725WAA18
N6EL63S0K3PB1YFTDI24;US441078AA01
FXB7X4WXVA8QPMNOGS12;US44107T1060
2138007UTBN8X9K1A235;GB0000536739
529900DLD3CNI4TE8O71;US48283J1051
GX5LWVWZLL5S4W1L2F20;US4103451021
LMPL4N8ZOJRMF0KOF759;US92343E1029
549300JJEM2341PZRO69;US44352UAA34
549300ER2JOBZCUUTS42;US92849E1010
7245001I22ND6ZFHX623;NL0000334118
549300L0OFVSOE4NSY75;US4586521043
549300Y081F8XIKQIO72;US6267551025
549300I2CEZJG9N4AH67;US95081QAA22
529900TXOGREY3WNJ434;US0352901054
KD833U13JEIGETBW2749;US020040AA99
54930070FVGKR0Z1FI24;US3976241071
549300VGG9K75226LR46;US00164V1035
2138007CEIRKZMNI2979;GB00B04V1276
5299002QLUYKK2WBMB18;CH0401956872
213800LEZA58SZNCBN19;DK0060542181
529900FODTBQC8MIS994;US1714841087
213800OREKC9BL58G144;GRS074083007
529900PF2LY65JFK4804;USC9196PAA42
N2VLGYMEEBIU3PFSUY86;US032177AC14
SM8L9RZYIB34LNTWO040;US05368V1061
8SR38IKUT3O1F1I6VH65;US6400791090
5493003BPVMZUJ6F5C02;US0044981019
549300UKR289DF4UXQ47;IT0003865570
5TZLZ6WJTBVJ0QWBG121;US4464131063
5493007M7EVHE470Q576;US89469A1043
549300W18RHYZOZKOP53;US08160H1014
IYX6OWO7BT5DKO3BYG52;US29362U1043
549300K17GM8EQD0FQ48;US3029411093
YAWJZJYEQ7M1SYMOS462;US8807791038
5493000GP8VTVR5B8R33;US4602541058
213800Z99WQEXDF82F09;US35037R1032
5299005KY91C4C6U9H17;DE000A3H8BH0
529900IYC4GQUZJ42W95;US60740FAC95
LZBNYYCBUKY537072438;US00191U1025
KXMRXXOJ88Q45Y45MG74;US042476AC52
549300OVC7PK14LQ8D87;US9780971035
NYLWZIOY8PUNIT4JOE22;US228255AH83
G617XSG94Z7G0RMW3L02;US3715591059
M2XHYMU3TZNEZURC6H66;US23918K1088
5493008OJYGLHD7MXA18;US48123V1026
969500LYSYS0E800SQ95;FR0011950732
549300DG4KZA2L1YBS33;US91732J1025
5493002ES6YDYGYRKG86;US010284AH07
5493009LC18D9CGP2H42;US03350F1066
549300YGGPV52WH9I007;US966244AA30
549300YCXWOM7NEWMQ58;US05350V1061
8G2TZG3P76BIK707C136;US125134AA44
0EEB8GF0W0NPCIHZX097;US00766T1007
RT6OUD7RUINWGQHPI970;US61844AAA79
5299002HHYBH7C6WBQ62;US69368D1028
213800ELUARKGNPAPY10;US69369H1023
5493005TQOUJE1LCS698;US92340LAA70
549300PMSTQITB1WHR43;US2567461080
2EULGUTUI56JI9SAL165;FR0126565367
549300HVGPK36ICB0B89;US43300A2033
52990024YYS3MLGW0E91;US23311P1003
54930001NJU8E40NQ561;US86765K1097
KAO98FK89NPNNPQGUZ43;US4158641070
549300YPSNTXR4ZHSR98;GB00B1VNSX38
549300LZPNZIXQGZPZ48;US8086251076
529900CAYOWB8YIG7X25;DE0007851008
8156009D23D0FDC70C93;IT0001465159
5493000D6NN0V57UME20;US29272W1099
3NWOXIHJSQCX0SM5Z749;US87264M2089
549300648QS85T0XSH18;US12685J1051
5493005KP4RP3IU7HQ41;US001940AA33
969500TJNS5GSFWJ8X85;FR0012757854
2549002X45DR4UI7NA62;US983130AA32
254900NMDQ8ENTHU1I31;KYG981491007
254900CEKKWIHTEAB172;US9831341071
52990063CVI7GDV4JZ06;BMG2155W1010
5493003YXEKRBINIEM78;US78469X1072
2534008CWTSB8JAUM458;US91688E1073
549300AQESC6JJOPW253;BE0974276082
5493001XSC6TKMBVOM15;US1366352086
549300BIJKT86CPCKK96;US57665RAA41
529900KQ44OJDIDU6J81;DE000A254QA9
549300H0H07ZFT4JYM32;US575385AA79
549300JE8XHZZ7OHN517;US895953AC14
5493007PTFULNYZJ1R12;US5950171042
D71FAKCBLFS2O0RBPG08;US29278E1038
549300F1ZGKDS8P6GU13;USU8077BAA18
5493006GWRDBCZYWTM57;US36467J1088
549300IRDTHJQ1PVET45;US35671D1054
549300S9XF92D1X8ME43;GB00B1XZS820
213800X9NVS4IWFKLS77;US48669DAA00
549300HFEKVR3US71V91;US88023U1016
DS830JTTZQN6GK0I2E41;US5018891094
54930073KU5FLCCTWK74;US19975P1057
549300H5GQ4C1BEKG397;US024747AA55
54930079GPG23NTBB003;US12476AAA51
549300KEQATBHAGVF505;US55306N1046
549300N6CHVU5CQZPW24;KYG519211075
5493000XDKGUH5NQGE22;US91823N2A05
2NUNNB7D43COUIRE5295;US00104CAA62
549300DVZFTUMM4M2O84;US2208741353
549300Q7E782X7GC1P43;DE000A289Q91
54930050SSMU8SKDJ030;US69370C1009
5299000EAMGGBEYP7J33;SE0016844823
2138007WU5DJFZFDDV59;KYG4387E1070
DE46ECQ8KH195MRIQN56;US2168311072
5493000CUYMFHHCQ0H21;GB00BZ04Y379
549300D3I1QU67GP6403;US6031581068
549300RYOCKUMWACR010;US1924791031
335800WKECZXIIT9GK20;US37868L1061
549300LHAZ9HA9G3XC48;US62942XAA63
96950091FL62XSLPHO35;FR0011476928
2138002VD9MW2WT8HR38;US0222051080
2549008X9G8XP7YJGC47;US20451N1019
529900E4L9R04SB8HB11;US0441861046
549300CMHPBEY6VPOT75;US92047W1018
5493005SMYID1D2OY946;US5132721045
5493002H8U24DJXQ4886;US767744AA37
549300KJMEWPKRQZHX63;US4571531049
549300BH08XQJ1ITLQ77;US286189AA30
213800LS272L4FIDOH92;GB00BD3VFW73
549300SSI7XQH8ESJG95;US8030692029
PP55B5R38BFB8O8HH686;US3666511072
549300UNC2WZ0ERDFG29;US26613Q1067
549300Z8TORJP8PCPL80;US26613TAA88
JYAIRLT8DVP6DP8UT336;US8803451033
549300TUSNXS3BFFML48;US09215C1053
5299004EMJ3R4RVR5Y75;JP3585800000
5493002D70VTFFLT8L43;US87105NAA81
5493008F4ZOQFNG3WN54;US65341B1061
254900AYZT433MTO1P30;KYG9898S1075
391200FHEFGXUKL2BO93;DE000A0XFSF0
529900PH4ZGUH2MNEU89;US40412C1018
549300VL705RQ5PHI407;US65333NAA81
4469000001BNTACN9916;US232553AA57
549300D4549QKWETZ406;US9043111072
5493003BMLTUIEG2LG44;US67058H1023
549300ZVC5O0ATML6U61;US5771281012
549300T12EZ1F6PWWU29;US0138721065
549300HX9MRFY47AH564;SE0009554454
5299009UDLLGLKOOJE30;US87724P1066
5299007PFSDWMA74RB56;US0305061097
5493003X5Z6TVAXIPW56;US38388F1084
549300CY8QZDL4Z3RU59;US28035Q1022
5493003O53JMENV1N385;US24665A1034
549300T2071OM26ZSE13;US2328061096
254900RKH6RY9KCJQH63;US9256522080
549300Z467EZLMODV621;US00737L1035
5493007G654QKQVEKV09;US36164Y1010
5493007YSKHOL4RWII46;US89055F1030
5493006M8GRAQRCSCD67;KYG7956A1094
2138001T2QEV5RXMFI32;US82671M1071
213800CSNQ87U1MC8N11;US05545MAA09
213800GNI3K45LQR8L28;IM00B5VQMV65
969500T0V37NV3M8PR58;FR0013465671
EFWMP121W54QV9MGOP87;US8454671095
549300KP43CPCUJOOG15;US92840M1027
529900MVFK7NVALR7Y83;CH0311864901
529900H0HULEN2BZ4604;DE0005909006
PO0I32GKZ3HZMMDPZZ08;US9892071054
529900POY8H7NPPNKK71;US78467A1097
254900MTXR9LUVQFU480;US10552T1079
549300ZVCBHQE0XHG367;NL0000389906
5E2UPK5SW04M13XY7I38;US6293772017
549300Y5CFT2LKCFDN54;US29355X1072
9695007ZEQ7M0OE74G82;FR0010452433
529900W3ARRTCNFH2I39;US0017441017
21380068TTB6Z9ZEU548;IM00B7S9G985
254900XZO1228PDSG060;US8851601018
31F6V1MN00ZW3XWB4J69;US12571T1007
549300FUXVT7TF6ZKV71;US73181M1099
549300RH0NLJNZ5SXU64;US2946001011
549300RWGA2GV6YQYT67;US93964W2070
549300K4BNOIQ154O537;US939648AA96
549300YKTY8JX1DV2R67;US62886E1082
213800MDW41W5UZQIX82;US96925P1049
529900O5KABM3R3SFM87;US36237H1014
4OFD47D73QFJ1T1MOF29;GB00BJQZC386
549300NCMRGIBJYUOE57;NL0009822014
5493003YK076OLTEQF95;US4835481031
549300NJ0E6Q0S1VOG90;KYG555551095
549300C1PQJLVEIUBK50;US1182301010
5493006TKFPYISY2DS54;US76118Y1047
YF6ZV0M6AU4FY94MK914;US6687711084
T2ZG1WRWZ4BUCMQL9224;US3647601083
549300FOD20OM0GT5G40;US500643AA91
549300YDORW43JL6G659;US880879AA92
5493005UOB0OMEJ4WK10;US00217AAA43
5493000F3MSFGIXTQE27;US00922R1059
549300B4YFWH3U74B152;US03966V1070
2138008YQEVWBE1V2M52;GB00B7FC0762
549300NELT611CL6XM83;US26885B1008
549300NP85N265KWMS58;US05605H1005
F9HV8ZL85LRIQ6D60098;US459902AD44
549300UQ6KHRCZDRGZ76;GB00BVG7F061
213800EHT3TI1KPQQJ56;GB00BNTVWJ75
789000748KTQCUMJ0R25;TRAARCLK91H5
QBKYQD0ODE7DC7PDIN91;US6267171022
2549003Y8VS2GUPTMK24;ZAG000147257
2549009JD6Q6XHZS5E05;US62474M1080
549300TSJHRXT9QXRD13;US59151KAE82
JSMX3Z5FOYM8V0Q52357;US3596941068
549300FE3MQ4RVXXC673;US98311A1051
5493005F9VPHFO17OV54;US7819033074
391200OYYFJ3DWAMEC69;DE000A3LMVH5
5493000Q8UJGDR7YLW94;US98415UAA43
529900GES0BUVJEDKF90;US8796031081
XFP140TFNOQMIVFTVQ13;US1096961040
549300EP2909K6DYYP38;US03755LAA26
959800TZHQRUSH1ESL13;ES0177542018
549300O9K6MFD8D07574;US43283X1054
549300EK847TAWPJWF34;US8782371061
969500F0VMZLK2IULV85;FR0000121147
213800H2CDP9I374WH83;BE0974338700
529900PH63HYJ86ASW55;DE0001000115
8156007AF7DB5FE05555;IT0001044996
4KF48RN45X1OO8UBLY20;US984121AW35
5493000Y33XDVO2CXC18;US008190AC41
549300YW6TUOX8BE5103;US29089Q1058
549300SHPNDCE059M934;US28414H1032
549300XH5RYBMYP8TF26;US4570301048
549300SOLNLY3BL6GF18;US66679NAA81
4NT01YGM4X7ZX86ISY52;US26884L1098
L6D8A6MLSY454J2JXJ60;US958667AA50
549300SVYJS666PQJH88;US017361AA47
549300AINIIPOLYX2R63;US33767BAA70
549300W9UGH9ZPLNPF79;US4765562040
O1PLQWO3TX952VMBJ146;US7086961098
549300N2O26NW4ST6W55;US7244791007
549300EM51WYXFHUY333;KYG304201067
5493004W8TRGD63APX93;US90138F1021
549300WFHLTCZV7D6V29;US0396531008
254900KVLRCDMQRYY541;US4040301081
IDZ20O0XD3GS4UOI2L88;US18272FAA75
384T1MQ7G2UCNRCA9193;US482434AD92
8P4PHQIUWPIECBFBW745;US12489VAA44
549300HFGOCTR3FZCU86;US799183AA61
549300213QMKK4J6NW22;US629855AA59
54930004KSSRAZ2P6765;US21986V1052
20S05OYHG0MQM4VUIC57;US3453701340
54930070NSV60J38I987;US37045V1008
AEMSOT3SS15TNMJCE605;US67020Y1001
Z6C0YCECH9DCU5ZIQW84;US2074101013
549300L3SXBFJVGRCF66;US97381WAA27
529900CDFLKNQ0QT6580;US25960R1059
549300TQ3FBNP1SLT289;US259603AA68
GSWLSI02CLSO86Q56914;USU1630PAA58
EM7QGKC1GYOF3LSZSL80;US16115Q3083
549300MOI1T78144X610;US4893981070
BN6WCCZ8OVP3ITUUVN49;US552081AA91
K52PT26E827FWF64UJ81;US46069R1014
